,confusion_matrix,roc_curve,recall,mcc,accuracy,precision,auc,log_loss,f1_score,fbeta_score,model,train,valid
961,"[[33677  4794]
 [ 5784  5745]]","(array([0.        , 0.12461335, 1.        ]), array([0.        , 0.49830861, 1.        ]), array([2, 1, 0]))",0.4983086130627114,0.38591922156569647,0.78844,0.5451181326501565,0.6868476339728051,7.307100199508912,0.520663404023926,0.5350656607991059,xgboost,s-3-3-0,s-0-1-1
962,"[[162560  23658]
 [ 26441  37341]]","(array([0.        , 0.12704465, 1.        ]), array([0.       , 0.5854473, 1.       ]), array([2, 1, 0]))",0.5854473048822552,0.46527917452738765,0.799604,0.6121575763537107,0.729201329142628,6.921508301938536,0.5985045800242025,0.6066223056878659,xgboost,s-3-3-0,s-0-1-2
963,"[[283889  41266]
 [ 69986 104859]]","(array([0.        , 0.12691178, 1.        ]), array([0.        , 0.59972547, 1.        ]), array([2, 1, 0]))",0.5997254711315737,0.49576363456192113,0.777496,0.7175979469632164,0.7364068452980683,7.685081895348315,0.6533881671184223,0.6904569069395334,xgboost,s-3-3-0,s-0-1-3
964,"[[162300  23594]
 [ 27217  36889]]","(array([0.        , 0.12692179, 1.        ]), array([0.        , 0.57543756, 1.        ]), array([2, 1, 0]))",0.575437556546969,0.4573187286189598,0.796756,0.6099069159929237,0.7242578812031111,7.019874532414297,0.5921710584401513,0.6026865944751959,xgboost,s-3-3-0,s-0-2-0
965,"[[33897  4658]
 [ 5177  6268]]","(array([0.        , 0.12081442, 1.        ]), array([0.        , 0.54766273, 1.        ]), array([2, 1, 0]))",0.5476627348186981,0.43395758960973757,0.8033,0.5736774665934469,0.713424156930812,6.793851807375528,0.5603683340038442,0.56827866325772,xgboost,s-3-3-0,s-0-2-1
966,"[[162939  22970]
 [ 26547  37544]]","(array([0.        , 0.12355507, 1.        ]), array([0.        , 0.58579208, 1.        ]), array([2, 1, 0]))",0.585792076890671,0.47119095671509365,0.801932,0.6204184155732557,0.7311185021238018,6.841099829999056,0.6026082420448616,0.6131694904735306,xgboost,s-3-3-0,s-0-2-2
967,"[[283889  41266]
 [ 69986 104859]]","(array([0.        , 0.12691178, 1.        ]), array([0.        , 0.59972547, 1.        ]), array([2, 1, 0]))",0.5997254711315737,0.49576363456192113,0.777496,0.7175979469632164,0.7364068452980683,7.6850818953483175,0.6533881671184223,0.6904569069395334,xgboost,s-3-3-0,s-0-2-3
968,"[[120479  17377]
 [ 42719  69425]]","(array([0.        , 0.12605182, 1.        ]), array([0.        , 0.61907012, 1.        ]), array([2, 1, 0]))",0.6190701241261235,0.5150407803453798,0.759616,0.7998087601668165,0.7465091509674256,8.302624803332389,0.6979280809868004,0.7556840941151883,xgboost,s-3-3-0,s-0-3-0
969,"[[22115  3276]
 [ 9053 15556]]","(array([0.        , 0.12902209, 1.        ]), array([0.        , 0.63212646, 1.        ]), array([2, 1, 0]))",0.6321264577999919,0.5190895421540954,0.75342,0.8260407816482583,0.7515521816785395,8.516623873080704,0.716189774636864,0.7782903229034291,xgboost,s-3-3-0,s-0-3-1
970,"[[120794  17233]
 [ 45614  66359]]","(array([0.        , 0.12485238, 1.        ]), array([0.        , 0.59263394, 1.        ]), array([2, 1, 0]))",0.5926339385387549,0.49307424190184085,0.748612,0.7938439085079912,0.7338907772924455,8.682689038213862,0.6786388157390125,0.743366618795943,xgboost,s-3-3-0,s-0-3-2
971,"[[283889  41266]
 [ 69986 104859]]","(array([0.        , 0.12691178, 1.        ]), array([0.        , 0.59972547, 1.        ]), array([2, 1, 0]))",0.5997254711315737,0.49576363456192113,0.777496,0.7175979469632164,0.7364068452980683,7.685081895348315,0.6533881671184223,0.6904569069395334,xgboost,s-3-3-0,s-0-3-3
