,D1,D2,Cosine,Pearson,Euclidean,EDM,KS,Manhattan,Minkowski,Jaccard,Entropy
119,0-1-0,3-1-3,0.7483880266977105,0.7462173617360439,4.53187900009723,0.0018140195018429724,0.14508451090964886,39.088754846628746,2.585,0.0031201248049922,0.0055433296655111874
120,0-1-0,3-2-0,0.7480251858009416,0.7458412765547714,4.535811020864091,0.0017980640014765687,0.44549285856006854,39.209197691237804,2.587,0.0034423407917383822,0.08490755316125198
121,0-1-0,3-2-1,0.7481292503990652,0.7459528261950475,4.534536712206137,0.0018100815626605983,0.3291232760670552,39.15292616039865,2.586,0.0034542314335060447,0.09813025116483831
122,0-1-0,3-2-2,0.7484389365629283,0.7462708474554861,4.531147937483077,0.001817541510359105,0.14508451090964886,39.082847844947246,2.585,0.003246753246753247,0.07014999274541722
123,0-1-0,3-2-3,0.7484402381350875,0.7462669484604089,4.531377755572374,0.0018075933491875592,0.20381111683301717,39.12343516854664,2.585,0.0031545741324921135,0.02166992447822036
124,0-1-0,3-3-0,0.7730919763218161,0.7711468588619169,4.304741793958389,0.0018053965309732284,0.43290024620598067,37.14409617438937,2.481,0.003484320557491289,0.11011605693597082
125,0-1-0,3-3-1,0.7485437813326616,0.7463734611462297,4.530400585900112,0.0018106253269965379,0.17576350445354966,39.08589476647549,2.584,0.0032,0.023966062154730627
126,0-1-0,3-3-2,0.7481337848141804,0.7459596614130359,4.534438844452908,0.0018139516392714093,0.18247362476347695,39.13075523330214,2.586,0.00333889816360601,0.07429907860447016
127,0-1-0,3-3-3,0.7485551668625353,0.7463858025942824,4.530093758369144,0.0018132405252809219,0.23518691271057976,39.08247899316995,2.584,0.003401360544217687,0.08644401805976032
128,0-2-0,0-0-0,0.999953790947171,0.999953415178596,0.06287804837634786,7.081086368639292e-05,0.3506361296811728,0.6542920947463094,0.035,0.0033500837520938024,0.15931123656377943
129,0-2-0,0-0-1,0.999945280484643,0.9999448805375226,0.06847923424667497,8.445248248246751e-05,0.5112358399031792,0.7297281855854673,0.037,0.0034482758620689655,0.1336800849369989
130,0-2-0,0-0-2,0.9999506164757688,0.9999501593907655,0.06522977328391877,6.839136462900669e-05,0.4582805853695553,0.656565152271523,0.037,0.0033003300330033004,0.15158419988446625
131,0-2-0,0-0-3,0.9999559633069548,0.9999555217334253,0.061338898996251896,5.7478933663019444e-05,0.9960013326623847,0.6553483026691601,0.032,0.003898635477582846,0.059648192085078544
132,0-2-0,0-1-0,0.9999536507831814,0.9999531921523535,0.06315800641150289,6.0830177067817675e-05,0.4712566771887356,0.6157133713653297,0.036,0.0033112582781456954,0.1496585717944997
133,0-2-0,0-1-1,0.9999545807432919,0.9999542112919771,0.062277425220042884,6.736202482020558e-05,0.8058440117518267,0.6755297552055791,0.031,0.0036101083032490976,0.10635748881367335
134,0-2-0,0-1-2,0.9999544111919346,0.9999539698087997,0.06271463552006822,6.294350548062476e-05,0.4582805853695553,0.6273444870113192,0.036,0.00333889816360601,0.14899778802217534
135,0-2-0,0-1-3,0.999956063977451,0.9999556306800068,0.06157491598898622,5.959094649846228e-05,0.4844136114465968,0.6148149422442664,0.035,0.00333889816360601,0.14787237853214885
136,0-2-0,0-2-0,1.0000000000000004,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
137,0-2-0,0-2-1,0.9999436383745461,0.9999431806709765,0.06949478284362914,7.413647627961478e-05,0.3617314721827243,0.7208982634534682,0.038,0.0036101083032490976,0.1381033368523501
138,0-2-0,0-2-2,0.9999276115861294,0.9999268175880639,0.0801528039331377,6.897382433090676e-05,0.9339753616978982,0.7510150910196706,0.047,0.0036900369003690036,0.08790572741475089
139,0-2-0,0-2-3,0.9999561354341063,0.9999557696295719,0.06128572342921542,6.773345804633342e-05,0.49774305710623035,0.6449452360564316,0.033,0.0033500837520938024,0.14515640712416644
140,0-2-0,0-3-0,0.9999556649540687,0.9999552988909877,0.06160955831651443,6.927796451966899e-05,0.5386703021655014,0.6457797589950403,0.033,0.00333889816360601,0.14209801380186737
141,0-2-0,0-3-1,0.9999462034669921,0.9999456079732169,0.06857957792383453,5.478776197924156e-05,0.8666029917753658,0.6476974428730945,0.04,0.003472222222222222,0.1087471799107046
142,0-2-0,0-3-2,0.9999280893835909,0.9999273030226562,0.07952382187855508,6.309727909807891e-05,0.7240811548452891,0.6865961613782127,0.052,0.0037174721189591076,0.10615008455767616
143,0-2-0,0-3-3,0.9999496812091062,0.9999492363186271,0.06570786791123594,7.11233269013536e-05,0.44549285856006854,0.6639085058942972,0.037,0.0033333333333333335,0.14962240906670388
144,0-2-0,1-0-0,0.5860844127940107,0.5820540987548355,5.870152593400027,0.001159786196822236,0.023990667638903153,56.84132499032029,3.095,0.004424778761061947,0.1335699464203799
145,0-2-0,1-0-1,0.5851021399899473,0.5810515316830669,5.8818046613688155,0.0011418470620343471,0.00041254789729741766,57.065911621761195,3.099,0.004219409282700422,0.21522743536589495
146,0-2-0,1-0-2,0.4653102650830287,0.4600613603585885,6.675570561163077,0.0011301579674296337,0.42050876022870864,67.06965900663431,3.412,0.0047169811320754715,0.04181207337423998
147,0-2-0,1-0-3,0.5129974258328234,0.50822076714558,6.372818205577145,0.0011239917130531367,0.30852102846349594,63.123705809048055,3.294,0.004640371229698376,0.061137208398482024
148,0-2-0,1-1-0,0.5614019372201822,0.5571197851871323,6.045784150005284,0.0011476003294773195,0.008184547196786903,58.96463218866331,3.165,0.004347826086956522,0.1554316470145991
149,0-2-0,1-1-1,0.5618176915093465,0.5575343461022935,6.040921379883694,0.0011419129420102954,0.10953996101597195,58.98008765778599,3.164,0.0044943820224719105,0.10208553804012821
150,0-2-0,1-1-2,0.5620200863987467,0.5577493062766568,6.038738480289418,0.0011587596826947335,0.39634974073026885,58.85998261386648,3.163,0.004597701149425287,0.042782943254062844
151,0-2-0,1-1-3,0.5132697993659401,0.5085022182826849,6.369371793021242,0.001139822606703748,0.3291232760670552,63.04087793136401,3.294,0.00468384074941452,0.058304729044001635
152,0-2-0,1-2-0,0.5854645487467182,0.5814153001593004,5.877336029759481,0.0011376620729989298,0.03400236623942259,57.02421306487349,3.097,0.004415011037527594,0.12369400376108719
