,confusion_matrix,roc_curve,recall,mcc,accuracy,precision,auc,log_loss,f1_score,fbeta_score,model,train,valid
57,"[[38379 34307]
 [15234 21209]]","(array([0.       , 0.4719891, 1.       ]), array([0.        , 0.58197733, 1.        ]), array([2, 1, 0]))",0.5819773344675246,0.10376108940159535,0.5460326769236409,0.38203400821384825,0.5549941153255544,15.679727232626595,0.4612707837188312,0.4102209998181867,cnn,0-1-0,3-2-1
58,"[[137812 126577]
 [ 53918  77554]]","(array([0.       , 0.4787529, 1.       ]), array([0.        , 0.58988986, 1.        ]), array([2, 1, 0]))",0.5898898624802239,0.10473632664299959,0.5440445004685989,0.3799226966996683,0.5555684821442721,15.74840071652253,0.462177036558076,0.409041810302997,cnn,0-1-0,3-2-2
59,"[[111704 100970]
 [ 43521  62600]]","(array([0.        , 0.47476419, 1.        ]), array([0.        , 0.58989267, 1.        ]), array([2, 1, 0]))",0.5898926696883746,0.10854453526709441,0.5467588889411691,0.3827107660328911,0.5575642383020618,15.654646639469146,0.4642349948644931,0.4116249189572344,cnn,0-1-0,3-2-3
60,"[[35934 32500]
 [14317 19992]]","(array([0.        , 0.47491013, 1.        ]), array([0.        , 0.58270425, 1.        ]), array([2, 1, 0]))",0.5827042466991168,0.10169886984794545,0.5443290540474777,0.380858035510173,0.5538970571543923,15.738569843171941,0.46063985437955784,0.4092075799195176,cnn,0-1-0,3-3-0
61,"[[117916 107050]
 [ 46334  66231]]","(array([0.        , 0.47584968, 1.        ]), array([0.        , 0.58838005, 1.        ]), array([2, 1, 0]))",0.5883800470839071,0.10614552501246344,0.5455706290681448,0.3822173233072293,0.5562651815658327,15.695688027060866,0.46340337104594786,0.41102087778286656,cnn,0-1-0,3-3-1
62,"[[86803 78040]
 [33981 48320]]","(array([0.        , 0.47342016, 1.        ]), array([0.        , 0.58711316, 1.        ]), array([2, 1, 0]))",0.5871131577988117,0.107191908425503,0.5467379341598421,0.38239949351060465,0.55684649718529,15.655369627090852,0.4631435677965696,0.4110654182709731,cnn,0-1-0,3-3-2
63,"[[55231 50155]
 [21893 30763]]","(array([0.       , 0.4759171, 1.       ]), array([0.        , 0.58422592, 1.        ]), array([2, 1, 0]))",0.5842259191735035,0.10213200361009513,0.5441211829766771,0.38017499196717663,0.5541544072173669,15.745750278467979,0.4606135924655996,0.4087258986841266,cnn,0-1-0,3-3-3
64,"[[204259  51121]
 [ 30276 107363]]","(array([0.        , 0.20017621, 1.        ]), array([0.        , 0.78003328, 1.        ]), array([2, 1, 0]))",0.7800332754524517,0.5638824881000404,0.7928929644622779,0.6774374700285203,0.7899285337243462,7.153327595960435,0.7251243571083638,0.6957392346823057,cnn,1-2-0,0-0-0
65,"[[148323  37196]
 [ 21885  78020]]","(array([0.        , 0.20049698, 1.        ]), array([0.        , 0.78094189, 1.        ]), array([2, 1, 0]))",0.78094189480006,0.5642901064334334,0.7930061942934021,0.6771628940424941,0.7902224553318322,7.149416972692316,0.7253592164409798,0.6956518637799165,cnn,1-2-0,0-0-1
66,"[[233726  58754]
 [ 34355 122836]]","(array([0.        , 0.20088211, 1.        ]), array([0.        , 0.78144423, 1.        ]), array([2, 1, 0]))",0.7814442302676362,0.5641981251645688,0.7929397270448839,0.6764469409108431,0.7902810593351309,7.151712943243289,0.7251646343803224,0.6951268234657648,cnn,1-2-0,0-0-2
67,"[[63491 15923]
 [ 9400 33538]]","(array([0.        , 0.20050621, 1.        ]), array([0.       , 0.7810797, 1.       ]), array([2, 1, 0]))",0.7810796963063021,0.5646225786403163,0.7930315810121616,0.6780695901821637,0.7902867441664484,7.148540004562283,0.7259385924090088,0.6964391025907252,cnn,1-2-0,0-0-3
68,"[[213256  53704]
 [ 31297 112203]]","(array([0.        , 0.20116871, 1.        ]), array([0.        , 0.78190244, 1.        ]), array([2, 1, 0]))",0.7819024390243903,0.564296351223535,0.7929128295083565,0.6763005780346821,0.7903668623051229,7.152642094051052,0.7252777086491257,0.6950756261708181,cnn,1-2-0,0-1-0
69,"[[102548  25856]
 [ 14926  53911]]","(array([0.        , 0.20136444, 1.        ]), array([0.        , 0.78316894, 1.        ]), array([2, 1, 0]))",0.783168935310952,0.5650603135337038,0.7932377142683317,0.6758559303972821,0.7909022459178355,7.141421171705692,0.7255659336222443,0.6948995243680798,cnn,1-2-0,0-1-1
70,"[[252429  63335]
 [ 37206 132546]]","(array([0.        , 0.20057701, 1.        ]), array([0.        , 0.78082143, 1.        ]), array([2, 1, 0]))",0.7808214336208116,0.5639986355486165,0.7929192858731741,0.6766659349298809,0.7901222102042061,7.152418787483744,0.7250220849868584,0.695213138692257,cnn,1-2-0,0-1-2
71,"[[251711  63115]
 [ 37132 132176]]","(array([0.        , 0.20047582, 1.        ]), array([0.        , 0.78068372, 1.        ]), array([2, 1, 0]))",0.7806837243367117,0.5640084875830211,0.7929354269685666,0.676815623863875,0.7901039529740708,7.151861228198016,0.7250486150537988,0.6953176947874319,cnn,1-2-0,0-1-3
72,"[[39333  9934]
 [ 5861 21125]]","(array([0.        , 0.20163598, 1.        ]), array([0.        , 0.78281331, 1.        ]), array([2, 1, 0]))",0.7828133106054992,0.5656162200245378,0.792860608762934,0.6801571203193921,0.7905886635435599,7.154445285542678,0.7278835386338186,0.6984764121622514,cnn,1-2-0,0-2-0
73,"[[101863  25396]
 [ 15131  53578]]","(array([0.        , 0.19956152, 1.        ]), array([0.       , 0.7797814, 1.       ]), array([2, 1, 0]))",0.7797813969057911,0.5644426263592267,0.7931958278902678,0.6784258110264137,0.7901099363849868,7.142866679931838,0.7255811433949744,0.6965328063857724,cnn,1-2-0,0-2-1
74,"[[86635 21554]
 [12791 45246]]","(array([0.        , 0.19922543, 1.        ]), array([0.        , 0.77960611, 1.        ]), array([2, 1, 0]))",0.7796061133414891,0.5643113243742413,0.793383706520039,0.6773353293413173,0.7901903418845834,7.136377641320961,0.7248812451436674,0.695585065659811,cnn,1-2-0,0-2-2
75,"[[221174  55602]
 [ 32576 116545]]","(array([0.       , 0.2008917, 1.       ]), array([0.        , 0.78154653, 1.        ]), array([2, 1, 0]))",0.7815465293285319,0.5644154699581956,0.7929593305423612,0.6770086031124563,0.7903274167583781,7.1510357766472845,0.7255313320965674,0.6956174518836493,cnn,1-2-0,0-2-3
76,"[[206184  51591]
 [ 30367 107827]]","(array([0.        , 0.20013966, 1.        ]), array([0.        , 0.78025819, 1.        ]), array([2, 1, 0]))",0.780258187765026,0.5638332170743765,0.7930191504890535,0.6763790788994969,0.7900592655438455,7.148969459238253,0.7246145988737013,0.6948815903777199,cnn,1-2-0,0-3-0
77,"[[131569  33179]
 [ 19204  69100]]","(array([0.        , 0.20139243, 1.        ]), array([0.        , 0.78252401, 1.        ]), array([2, 1, 0]))",0.7825240079724588,0.5644425101063941,0.7929951156284084,0.6756030074599869,0.7905657891611632,7.149800253456772,0.725143375851991,0.6945840537171807,cnn,1-2-0,0-3-1
78,"[[73138 25492]
 [11684 41214]]","(array([0.        , 0.25846091, 1.        ]), array([0.        , 0.77912208, 1.        ]), array([2, 1, 0]))",0.7791220840107377,0.4999684833634771,0.7546592048994245,0.6178454711720085,0.7603305847408448,8.473905381149951,0.689174275107856,0.6445286842944808,cnn,1-2-0,0-3-2
79,"[[210372  52632]
 [ 31007 110259]]","(array([0.        , 0.20011863, 1.        ]), array([0.        , 0.78050628, 1.        ]), array([2, 1, 0]))",0.7805062789347755,0.5641828450251002,0.7931110396517179,0.6768882258688326,0.7901938247801588,7.145795639809731,0.7250137264636356,0.6953508318302789,cnn,1-2-0,0-3-3
80,"[[ 22959  10416]
 [  6955 197316]]","(array([0.        , 0.31208989, 1.        ]), array([0.        , 0.96595209, 1.        ]), array([2, 1, 0]))",0.9659520930528562,0.6848749532078396,0.9269038822450199,0.9498584714921149,0.8269311027062034,2.5246855127493277,0.95783768564792,0.9530341509217068,cnn,1-2-0,1-0-0
